target_date,source_id,jam,temp_error,rh_error,rain_error,category_score,overall_score
2026-06-13,ECMWF,13:00,1.6,10.0,0.0,100.0,92.52
2026-06-13,ECMWF,14:00,0.4,5.0,0.6,100.0,94.98
2026-06-13,ECMWF,15:00,0.8,9.0,0.3,100.0,93.86
2026-06-13,ECMWF,16:00,1.1,11.0,0.0,100.0,93.62
2026-06-13,ECMWF,17:00,1.5,15.0,0.1,0.0,65.9
2026-06-13,ECMWF,18:00,1.6,13.0,0.1,0.0,66.22
2026-06-13,ECMWF,19:00,2.8,13.0,0.1,0.0,62.86
2026-06-13,ECMWF,20:00,2.6,9.0,0.0,60.0,80.02
2026-06-13,ECMWF,21:00,2.4,4.0,0.1,0.0,66.68
2026-06-13,ECMWF,22:00,2.4,2.0,0.0,60.0,82.68
2026-06-13,ECMWF,23:00,2.1,1.0,0.0,100.0,93.82
2026-06-13,GFS,00:00,1.9,3.0,0.0,100.0,93.78
2026-06-13,GFS,01:00,1.8,3.0,0.0,100.0,94.06
2026-06-13,GFS,02:00,1.5,1.0,0.0,100.0,95.5
2026-06-13,GFS,03:00,1.3,0.0,0.0,100.0,96.36
2026-06-13,GFS,04:00,1.5,1.0,0.0,60.0,85.5
2026-06-13,GFS,05:00,1.3,1.0,0.0,60.0,86.06
2026-06-13,GFS,06:00,0.6,2.0,0.0,100.0,97.72
2026-06-13,GFS,07:00,0.8,1.0,0.1,0.0,72.06
2026-06-13,GFS,08:00,1.5,12.0,0.9,0.0,63.6
2026-06-13,GFS,09:00,2.7,17.0,0.0,100.0,87.34
2026-06-13,GFS,10:00,3.6,18.0,0.0,60.0,74.52
2026-06-13,GFS,11:00,1.7,11.0,0.0,100.0,91.94
2026-06-13,GFS,12:00,1.1,7.0,0.1,0.0,69.42
2026-06-13,GFS,13:00,1.3,7.0,0.2,0.0,68.46
2026-06-13,GFS,14:00,1.8,9.0,0.8,100.0,89.06
2026-06-13,GFS,15:00,2.6,16.0,0.0,100.0,87.92
2026-06-13,GFS,16:00,1.7,11.0,1.2,100.0,87.14
2026-06-13,GFS,17:00,0.7,5.0,2.7,0.0,60.74
2026-06-13,GFS,18:00,1.9,8.0,3.1,0.0,54.88
2026-06-13,GFS,19:00,3.2,11.0,2.7,0.0,51.94
2026-06-13,GFS,20:00,3.0,9.0,2.1,0.0,55.5
2026-06-13,GFS,21:00,2.0,3.0,0.8,100.0,90.3
2026-06-13,GFS,22:00,2.0,2.0,0.1,0.0,68.4
2026-06-13,GFS,23:00,1.8,2.0,0.5,0.0,67.36
2026-06-13,ICON,00:00,0.9,4.0,0.0,60.0,86.28
2026-06-13,ICON,01:00,1.6,5.0,0.0,100.0,94.02
2026-06-13,ICON,02:00,1.4,1.0,0.0,60.0,85.78
2026-06-13,ICON,03:00,1.4,1.0,0.0,100.0,95.78
2026-06-13,ICON,04:00,1.4,1.0,0.0,100.0,95.78
2026-06-13,ICON,05:00,1.3,2.0,0.0,100.0,95.76
2026-06-13,ICON,06:00,1.2,3.0,0.0,60.0,85.74
2026-06-13,ICON,07:00,1.7,4.0,0.1,0.0,68.64
2026-06-13,ICON,08:00,0.5,4.0,0.9,0.0,68.8
2026-06-13,ICON,09:00,0.1,7.0,0.0,100.0,97.62
2026-06-13,ICON,10:00,0.1,6.0,0.0,100.0,97.92
2026-06-13,ICON,11:00,0.3,2.0,0.0,100.0,98.56
2026-06-13,ICON,12:00,0.2,2.0,0.0,100.0,98.84
2026-06-13,ICON,13:00,0.1,1.0,0.0,100.0,99.42
2026-06-13,ICON,14:00,1.7,13.0,1.2,0.0,61.54
2026-06-13,ICON,15:00,1.8,16.0,0.9,0.0,61.56
2026-06-13,ICON,16:00,1.9,19.0,0.6,0.0,61.58
2026-06-13,ICON,17:00,1.1,12.0,0.0,100.0,93.32
2026-06-13,ICON,18:00,0.3,5.0,0.0,60.0,87.66
2026-06-13,ICON,19:00,1.4,2.0,0.0,100.0,95.48
2026-06-13,ICON,20:00,1.3,1.0,0.0,100.0,96.06
2026-06-13,ICON,21:00,1.0,1.0,0.1,0.0,71.5
2026-06-13,ICON,22:00,0.8,2.0,0.0,60.0,87.16
2026-06-13,ICON,23:00,0.4,4.0,0.0,100.0,97.68
2026-06-13,KMA,00:00,,,,60.0,18.75
2026-06-13,KMA,01:00,,,,100.0,31.25
2026-06-13,KMA,02:00,,,,100.0,31.25
2026-06-13,KMA,03:00,,,,100.0,31.25
2026-06-13,KMA,04:00,,,,60.0,18.75
2026-06-13,KMA,05:00,,,,60.0,18.75
2026-06-13,KMA,06:00,,,,100.0,31.25
2026-06-13,KMA,07:00,,,,0.0,0.0
2026-06-13,KMA,08:00,,,,0.0,0.0
2026-06-13,KMA,09:00,,,,100.0,31.25
2026-06-13,KMA,10:00,,,,100.0,31.25
2026-06-13,KMA,11:00,,,,100.0,31.25
2026-06-13,KMA,12:00,,,,100.0,31.25
2026-06-13,KMA,13:00,,,,100.0,31.25
2026-06-13,KMA,14:00,,,,0.0,0.0
2026-06-13,KMA,15:00,,,,0.0,0.0
2026-06-13,KMA,16:00,,,,0.0,0.0
2026-06-13,KMA,17:00,,,,100.0,31.25
2026-06-13,KMA,18:00,,,,60.0,18.75
2026-06-13,KMA,19:00,,,,100.0,31.25
2026-06-13,KMA,20:00,,,,100.0,31.25
2026-06-13,KMA,21:00,,,,0.0,0.0
2026-06-13,KMA,22:00,,,,60.0,18.75
2026-06-13,KMA,23:00,,,,100.0,31.25
2026-06-13,METEOFRANCE,00:00,2.0,5.0,0.0,60.0,82.9
2026-06-13,METEOFRANCE,01:00,1.7,5.0,0.0,100.0,93.74
2026-06-13,METEOFRANCE,02:00,2.1,1.0,0.0,100.0,93.82
2026-06-13,METEOFRANCE,03:00,2.3,1.0,0.0,100.0,93.26
2026-06-13,METEOFRANCE,04:00,2.5,1.0,0.0,60.0,82.7
2026-06-13,METEOFRANCE,05:00,2.9,1.0,0.0,60.0,81.58
2026-06-13,METEOFRANCE,06:00,3.0,0.0,0.0,100.0,91.6
2026-06-13,METEOFRANCE,07:00,2.5,6.0,0.1,0.0,65.8
2026-06-13,METEOFRANCE,08:00,3.9,1.0,0.9,0.0,60.18
2026-06-13,METEOFRANCE,09:00,5.0,7.0,0.0,100.0,83.9
2026-06-13,METEOFRANCE,10:00,5.5,8.0,0.0,100.0,82.2
2026-06-13,METEOFRANCE,11:00,4.8,3.0,0.0,100.0,85.66
2026-06-13,METEOFRANCE,12:00,4.4,1.0,0.0,100.0,87.38
2026-06-13,METEOFRANCE,13:00,3.4,4.0,0.0,100.0,89.28
2026-06-13,METEOFRANCE,14:00,4.7,4.0,1.2,0.0,55.84
2026-06-13,METEOFRANCE,15:00,5.0,8.0,0.9,0.0,55.0
2026-06-13,METEOFRANCE,16:00,5.1,10.0,0.6,0.0,55.32
2026-06-13,METEOFRANCE,17:00,4.3,2.0,0.1,0.0,61.96
2026-06-13,METEOFRANCE,18:00,3.3,7.0,0.4,0.0,62.06
2026-06-13,METEOFRANCE,19:00,1.4,14.0,0.0,100.0,91.88
2026-06-13,METEOFRANCE,20:00,1.5,12.0,0.0,100.0,92.2
2026-06-13,METEOFRANCE,21:00,1.8,7.0,0.1,0.0,67.46
2026-06-13,METEOFRANCE,22:00,2.2,5.0,0.0,60.0,82.34
2026-06-13,METEOFRANCE,23:00,2.7,2.0,0.0,100.0,91.84
